TRIALS, THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,, THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,, CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,QRKS_TP_CORETHREADS,QRKS_TP_QUEUESIZE,QRKS_DS_JDBC_MINSIZE,QRKS_DS_JDBC_MAXSIZE,FreqInlineSize,MaxInlineLevel,MinInliningThreshold,CompileThreshold,CompileThresholdScaling,ConcGCThreads,InlineSmallCode,LoopUnrollLimit,LoopUnrollMin ,MinSurvivorRatio,NewRatio,TieredStopAtLevel,TieredCompilation,AllowParallelDefineClass,AllowVectorizeOnDemand,AlwaysCompileLoopMethods,AlwaysPreTouch,AlwaysTenure,BackgroundCompilation,DoEscapeAnalysis,UseInlineCaches,UseLoopPredicate,UseStringDeduplication,UseSuperWord,UseTypeSpeculation
71,10963.6,8.58635,13480.443383,1.55026,1206.24,0.844061394044576,2.02602491651111,1025,1376,1.7,13.03,, 10742.9,65.0944,3690,47.6611,4.44444,1.7,1.6,, 1.9300000000000002,3683M,1.93,3683M,11,807,1,38,414,36,65,1870,10.71,1,1850,65,17,34,4,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
148,11799.3,8.46928,3789.218106,1.59387,617.72,1.00469871390827,2.08335535084003,465,931,2.37,7.95,, 11570.1,60.5044,3090,45.5256,8.88889,2.14,2.09,, 1.98,2403M,1.98,2403M,8,582,3,37,430,23,40,4679,4.29,2,1627,167,14,25,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
43,10405.9,8.75013,6956.63283,1.54584,1289.33,0.812884767042991,1.96324078748519,1190,1386,4.73,12.21,, 10251.4,68.24,3710,52.0811,12.2222,2.12,2.14,, 1.92,4087M,1.92,4087M,10,676,3,37,459,17,171,1902,5.58,1,1858,193,17,10,2,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
37,10371.8,8.00213,5204.913765,1.52015,1372.53,0.834359461939753,1.97330885749259,1313,1465,1.09,14.19,, 10193.6,68.6,4600,51.6322,21.1111,1.41,1.37,, 1.8900000000000001,4086M,1.89,4086M,10,628,3,40,439,24,185,2446,5.3,1,1925,210,16,10,2,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
84,10789.1,8.21673,5406.467485,1.56197,798.742,0.936456257034416,2.01664512459399,624,1025,3.09,15.15,, 10605.1,64.4689,4530,46.6811,31.1111,1.89,6.61,, 1.94,3479M,1.94,3479M,7,597,5,39,422,35,194,1689,8.11,3,2063,234,18,39,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
94,10806.5,8.0955,3909.936757,1.53708,859.203,0.764742483765643,1.94799077900741,463,1109,7.01,2.04,, 10601.4,66.0011,4900,51.3211,53.3333,2.76,2.62,, 1.8900000000000001,3201M,1.89,3201M,6,605,3,38,411,39,186,1758,8.84,2,2434,229,14,26,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
47,10674.1,7.61592,4401.951553,1.58287,1062.33,0.87548251943271,2.03282726031852,789,1195,1.21,12.23,, 10469.9,66.7889,4700,48.7833,63.3333,1.91,1.89,, 1.9500000000000002,3228M,1.95,3228M,7,527,2,39,414,30,91,1949,5.63,2,1473,170,16,26,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
42,10305.6,8.04712,5451.417185,1.50961,1401.85,0.863279881905578,1.93437278518052,1246,1452,3.17,5.89,, 9021.34,61.1711,3100,48.5262,91.1111,28.91,28.89,, 1.88,4050M,1.88,4050M,7,474,3,40,437,24,187,2501,4.96,1,1963,210,16,13,2,4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
85,10145.6,8.62256,5203.245285,1.49629,811.998,0.880041235573538,1.87082135308148,658,960,15.61,5.12,, 10274.6,68.0689,4830,54.7744,158.889,1.78,1.74,, 1.8599999999999999,3060M,1.86,3060M,5,428,6,36,398,33,161,2095,7.81,4,1812,244,17,45,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
92,10936.6,8.01865,3478.296502,1.56596,921.942,0.794968043003183,1.99161084464815,590,1196,0.63,34.37,, 10758.1,65.0878,4010,47.9289,197.778,2.14,2.08,, 1.9300000000000002,3426M,1.93,3426M,8,413,3,37,440,32,191,2104,8.24,3,1951,237,15,28,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
78,11029.1,7.66458,8722.852195,1.59252,1123.73,0.878998082431153,2.09053381586296,727,1321,3.26,10.51,, 10815,64.74,4600,50.7133,525.556,1.93,1.9,, 2.0,3863M,2,3863M,6,334,6,35,435,32,161,1096,7.64,4,2055,233,18,39,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
4,9193.63,46.0668,21313.868863,1.53809,1120.57,0.841635260425926,1.95852694335185,927,1380,2.1,11.02,, 9040.33,77.3989,3410,54.8522,914.444,2.12,2.04,, 1.8900000000000001,2221M,1.89,2221M,13,883,3,18,341,39,12,4618,2.11,2,4834,191,5,8,7,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
93,8793.97,17.4387,5263.059187,1.23404,904.813,0.645565523118519,1.60037384237407,450,1062,5.93,2.64E+01,, 8639.08,81.0789,1700,54.4967,1468.89,2.47,2.45,, 1.53,2715M,1.53,2715M,9,310,5,36,453,34,96,1020,7.28,3,1725,134,16,33,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
87,10592.7,47.4365,5333.935643,1.54021,1296.17,0.920174979281164,1.94977568896667,1194,1368,0.86,8.72,, 10407,67.2467,4080,47.6089,2458.89,1.83,1.78,, 1.9100000000000001,3666M,1.91,3666M,7,757,3,14,408,26,170,1204,6.28,4,1336,194,3,41,3,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
83,10390.3,8.25097,8022.131126,1.52609,977.207,0.863584566117947,1.9210610003963,757,1150,1.99,17.64,, 10191.4,68.7111,4800,50.4244,2958.89,1.99,1.94,, 1.8900000000000001,3277M,1.89,3277M,8,164,4,37,415,28,147,1127,8.66,3,1905,247,16,41,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
29,11340.2,8.08294,19551.733554,1.60479,819.179,0.920897873701187,2.06828444336667,712,1003,5.42,21.33,, 11137.4,62.8089,4600,50.1689,3964.44,2.16,2.14,, 2.0,3341M,2,3341M,10,167,3,35,467,40,184,1506,8.94,1,2370,180,15,8,1,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
50,11209,20.3286,3848.984405,1.59628,1113.84,0.926841341554338,2.04563562912593,908,1339,1.54,14.28,, 11026.7,63.4578,4600,49.3144,4762.22,2.35,2.32,, 1.97,3169M,1.97,3169M,7,382,2,20,343,29,77,4098,5.88,2,1241,163,11,29,5,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30,7929.02,11.4059,9735.228765,1.3966,1005.04,0.701308727759259,1.75195754002963,823,1159,1.27,52.49,, 7799.93,89.7044,1280,76.7033,7816.67,2.23,2.16,, 1.71,3829M,1.71,3829M,11,5,4,37,474,39,199,1707,7.05,1,2331,181,16,17,1,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
34,10503.6,6.93695,16828.972693,1.50514,1029.84,0.883520415997759,1.91781232331852,902,1156,0.4,19.74,, 9192.8,60.1144,3790,55.91,8603.33,28.88,28.88,, 1.88,3881M,1.88,3881M,8,18,3,38,443,32,184,1816,7.51,1,1812,208,16,7,2,4,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
102,10861.7,6.952,3927.208765,1.53001,727.37,0.86307480189304,1.9380163855,409,1009,9.27,15.54,, 10575.9,66.5556,4600,53.1844,8843.33,6.21,6.41,, 1.9,3486M,1.9,3486M,9,19,2,38,429,28,76,1569,5.02,2,1278,184,14,25,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
91,7945.34,12.6232,4984.318482,1.48758,942.639,0.795194476892593,1.92086742231852,687,1157,2.04,20.32,, 7804.64,89.71,3020,70.4844,8934.44,1.87,1.83,, 1.81,2940M,1.81,2940M,9,18,3,39,448,30,199,1501,9.19,3,687,155,13,25,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
89,10799.4,6.69154,3259.826414,1.57452,897.695,0.93478527167726,1.99726477160741,721,1112,0.47,13.56,, 10612,65.9867,4700,51.7911,9525.56,2.2,2.14,, 1.94,3163M,1.94,3163M,9,33,3,40,429,32,200,1839,9.83,3,1947,139,13,28,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 1.48,449M,1.48,449M,11,8194,6,11,355,22,93,8286,4.85,1,601,71,16,22,5,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
7,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 1.63,636M,1.63,636M,14,1554,5,32,453,9,148,4339,5.17,4,2057,168,20,19,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
68,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 2.0,356M,2,356M,6,165,4,39,387,34,106,1328,7.58,1,985,199,12,16,2,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
79,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 2.0,3967M,2,3967M,6,370,6,33,453,32,89,2879,7.51,4,3470,148,19,39,1,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
86,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 1.99,3796M,1.99,3796M,10,91,4,38,443,30,139,1490,6.89,3,1637,220,20,37,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
105,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,, 99999,99999,99999,99999,9999,0,0,, 1.9,3614M,1.9,3614M,11,23,2,37,443,27,58,1741,4.6,2,900,180,14,19,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
101,10851.3,6.84091,4095.937256,1.5386,875.552,0.850368625412405,1.9523446583037,403,1035,1.32,21.17,, 10671.8,63.21,3100,50.0744,11097.8,2.48,10.19,, 1.9,3469M,1.9,3469M,9,5,2,38,431,28,73,2471,5.03,2,1499,180,14,25,1,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
100,11099.2,7.1481,16257.211583,1.6026,921.627,0.892165848329124,2.05027801783704,755,1049,3.35,28.31,, 10921.7,64.0922,4530,52.4211,13618.9,2.19,2.15,, 2.0,3717M,2,3717M,8,11,2,37,439,27,74,1429,6.01,2,1539,160,17,25,1,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
82,10633.1,7.54957,9010.554003,1.56384,895.38,0.949976926723017,2.00206138541111,752,1139,6.7,11.31,, 10441,67.0667,3020,53.0844,16301.1,2.53,2.49,, 1.94,3309M,1.94,3309M,8,0,4,36,418,35,161,1007,8.41,3,1951,244,16,41,2,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60,4256.29,20.1743,35256.73812,1.3418,500.496,0.729836083047917,1.86990685490707,0,982,16.26,4.38,, 7236.35,290.531,8050,298.448,1.63E+06,38.87,69.3,, 1.76,856M,1.76,856M,9,3684,2,29,431,31,100,1702,9.47,3,538,227,13,32,3,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
1,2639.14,156.783,3140.128792,1.36379,491.329,0.836322952386595,1.79978988887681,279,932,22.28,17.24,, 8499.98,181.187,6210,178.509,3.05E+06,51.7,8.99,, 1.73,623M,1.73,623M,12,2293,5,11,331,40,82,4372,7.24,1,4577,161,14,26,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE

