INSTANCES,THROUGHPUT_RATE_3m,RESPONSE_TIME_RATE_3m,MAX_RESPONSE_TIME,RESPONSE_TIME_50p,RESPONSE_TIME_95p,RESPONSE_TIME_97p,RESPONSE_TIME_99p,RESPONSE_TIME_99.9p,RESPONSE_TIME_99.99p,RESPONSE_TIME_99.999p,RESPONSE_TIME_100p,CPU_USAGE,MEM_USAGE,CPU_MIN,CPU_MAX,MEM_MIN,MEM_MAX,THRPT_PROM_CI,RSPTIME_PROM_CI,THROUGHPUT_WRK,RESPONSETIME_WRK,RESPONSETIME_MAX_WRK,RESPONSETIME_STDEV_WRK,WEB_ERRORS,THRPT_WRK_CI,RSPTIME_WRK_CI,CPU_REQ,MEM_REQ,CPU_LIM,MEM_LIM,Gcpolicy
11,5352.46,23.4484,5701.979086,0.791992,133.743,187.648,228.727,399.708,542.397,10491.3,13668.6,0.812095,4945.65,0.450892201477778,1.0200039473901,2655,5044,2.37,45.36,5268.29,97.3711,1490,62.1333,0,3.63,3.69,1, 8192M ,1, 8192M , UseShenandoahGC 
12,5984.18,24.7824,5377.126187,0.955368,158.234,191.343,243.424,422.741,571.009,30000,30000,0.819697,632.518,0.464614361396296,1.0478768617446,389,787,4.69,2.78,5880.09,87.1467,3390,59.7644,0,2.9,2.85,1, 8192M ,1, 8192M , UseParallelGC 
13,6227.44,19.3229,5323.207163,0.764199,107.826,157.35,197.562,362.947,491.229,10401.1,20208.8,0.818886,946.929,0.495538799755556,1.02749860387037,563,1231,12.21,7.92,6118.7,83.8489,3310,56.8889,0,4.1,3.99,1, 8192M ,1, 8192M , UseParallelGC 
14,6211.99,17.0976,5663.296542,0.701715,101.311,130.371,164.457,259.623,397.876,20166.5,30000,0.814451,705.33,0.463776851237037,1.05126066077037,605,1153,1.82,57.6,6040.28,85.2467,1320,54.3278,0,5.89,6.52,1, 8192M ,1, 8192M , UseParallelGC 
15,6126.84,25.4198,5491.40016,0.903977,111.067,187.448,205.298,389.727,531.957,10446.1,20357.9,0.821335,800.961,0.475275256388889,1.03526674928889,632,1042,2.35,19.23,6020.33,85.1011,3510,58.0989,0,2.6,2.55,1, 8192M ,1, 8192M , UseParallelGC 
16,5831.48,21.2331,5838.393169,1.01347,134.308,139.919,241.473,751.389,1969.5,21887.4,21908.9,0.752825,1618.58,0.296243935355556,1.02664944346296,1078,1721,14.17,106.09,5905.02,86.5956,3890,63.0544,0,2.42,2.37,1, 8192M ,1, 8192M , UseParallelGC 
17,6037.06,26.505,5441.43712,0.885944,109.691,182.536,198.9,349.211,468.521,10407.7,20238.6,0.813765,865.559,0.456902303322222,1.03526871174074,523,1183,4.77,67.58,5935.85,86.31,3610,58.6178,0,2.73,2.71,1, 8192M ,1, 8192M , UseParallelGC 
18,6087.46,21.7377,4909.223484,0.817094,109.329,160.107,198.665,355.294,479.009,601.847,30000,0.818785,678.242,0.460143050359259,1.02817648688519,506,891,10.92,27.4,5991.68,85.6344,3310,59.2844,0,4.21,4.29,1, 8192M ,1, 8192M , UseParallelGC 
19,6088.81,22.4969,5398.982291,0.794721,107.645,135.152,194.732,334.376,450.187,20186.7,20268.4,0.812971,1059.73,0.413057789740741,1.02422706192593,611,1668,8.93,40.01,5978.23,85.7056,608.17,56.3911,0,2.98,2.96,1, 8192M ,1, 8192M , UseParallelGC 
20,5344.06,25.5734,5543.037044,0.849441,111.077,187.608,206.904,384.822,518.091,20202.8,30000,0.82852,659.891,0.448597369937037,1.04146575368519,497,714,3.85,58.74,5247.76,97.5978,3510,61.47,0,2.52,2.46,1, 8192M ,1, 8192M , UseG1GC 
