"Exp_names","Iteration","Metric-name","avg","min","max","50th Percentile","75th percentile","90th percentile","95th percentile","96th percentile","97th percentile","98th percentile","99th percentile","99.99th percentile","99.999th percentile","Value-1","Value-2","Value-3","Value-4","Value-5","Value-6","Value-7","Value-8","Value-9","Value-10","Value-11","Value-12","Value-13","Value-14","Value-15","Value-16","Value-17","Value-18","Value-19","Value-20","Value-21","Value-22","Value-23","Value-24","Value-25","timestamp-1","timestamp-2","timestamp-3","timestamp-4","timestamp-5","timestamp-6","timestamp-7","timestamp-8","timestamp-9","timestamp-10","timestamp-11","timestamp-12","timestamp-13","timestamp-14","timestamp-15","timestamp-16","timestamp-17","timestamp-18","timestamp-19","timestamp-20","timestamp-21","timestamp-22","timestamp-23","timestamp-24","timestamp-25"
"dummy-empty","ITR-2","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"dummy-empty","ITR-2","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"finagle-http","ITR-0","cpu-measure",1.69133519058519,1.58650114478519,1.79616923638519,1.65985757555556,1.68571836594074,1.69323317573555,1.69376312292963,1.69785936746785,1.72243683469719,1.74701430192652,1.77159176915586,1.7959234617129,1.79614465891796,1.79616923638519,1.68571836594074,1.68571836594074,1.69243825494444,1.69243825494444,1.69243825494444,1.65985757555556,1.65985757555556,1.6586477527963,1.6586477527963,1.6586477527963,1.65593181451111,1.65593181451111,1.58498801701852,1.58498801701852,1.58498801701852,1.69376312292963,1.69376312292963,1.67053744045185,1.67053744045185,1.67053744045185,1.63465243518889,1.63465243518889,1.58650114478519,1.58650114478519,1661258694.12,1661258709.244,1661258724.368,1661258739.532,1661258754.641,1661258755.177,1661258770.274,1661258785.484,1661258800.668,1661258815.779,1661258816.26,1661258831.395,1661258846.524,1661258861.649,1661258876.738,1661258877.389,1661258892.412,1661258907.626,1661258922.719,1661258937.777,1661258938.463,1661258953.608,1661258968.706,1661258983.856,1661258998.96
"finagle-http","ITR-0","mem-measure",645738496,273412096,1018064896,270131200,270438400,272257024,869134336.000001,1018064896,1018064896,1018064896,1018064896,1018064896,1018064896,273412096,269434880,269434880,269516800,269516800,269516800,269737984,269737984,269955072,269955072,269955072,270024704,270024704,270131200,270131200,270131200,270225408,270225408,270438400,270438400,270438400,270524416,270524416,1018064896,1018064896,1661258694.086,1661258709.11,1661258724.18,1661258739.236,1661258754.301,1661258755.195,1661258770.301,1661258785.336,1661258800.406,1661258815.466,1661258816.274,1661258831.404,1661258846.507,1661258861.661,1661258876.792,1661258877.426,1661258892.561,1661258907.77,1661258922.844,1661258937.977,1661258938.459,1661258953.656,1661258968.764,1661258983.857,1661258998.96
"finagle-http","ITR-0","memusage-measure",659947520,277975040,1041920000,274694144,275005440,276823244.8,889131008.000001,1041920000,1041920000,1041920000,1041920000,1041920000,1041920000,277975040,274001920,274001920,274079744,274079744,274079744,274300928,274300928,274518016,274518016,274518016,274698240,274698240,274694144,274694144,274694144,274788352,274788352,275005440,275005440,275005440,275095552,275095552,1041920000,1041920000,1661258694.099,1661258709.256,1661258724.384,1661258739.549,1661258754.642,1661258755.195,1661258770.334,1661258785.472,1661258800.66,1661258815.747,1661258816.27,1661258831.401,1661258846.539,1661258861.665,1661258876.783,1661258877.432,1661258892.564,1661258907.713,1661258922.832,1661258937.95,1661258938.466,1661258953.628,1661258968.653,1661258983.721,1661258998.771
"finagle-http","ITR-0","cnetreceivebytes-measure",28.55,19.6666666666667,37.4333333333333,20.9,28.9333333333333,30.7333333333333,36.0933333333333,37.4333333333333,37.4333333333333,37.4333333333333,37.4333333333333,37.4333333333333,37.4333333333333,19.6666666666667,30.6,30.6,19.6666666666667,19.6666666666667,19.6666666666667,30.7333333333333,30.7333333333333,17.6333333333333,17.6333333333333,17.6333333333333,28.9333333333333,28.9333333333333,19.5,19.5,19.5,28.7333333333333,28.7333333333333,20.9,20.9,20.9,10.8333333333333,10.8333333333333,37.4333333333333,37.4333333333333,1661258694.069,1661258709.244,1661258724.27,1661258739.546,1661258754.654,1661258755.186,1661258770.338,1661258785.466,1661258800.663,1661258815.78,1661258816.272,1661258831.394,1661258846.52,1661258861.652,1661258876.685,1661258877.384,1661258892.403,1661258907.526,1661258922.576,1661258937.633,1661258938.438,1661258953.655,1661258968.766,1661258983.861,1661258998.96
"finagle-http","ITR-0","cnettransmitbytes-measure",12.3333333333333,8.36666666666667,16.3,11.1333333333333,12.9666666666667,14.9,16.02,16.3,16.3,16.3,16.3,16.3,16.3,8.36666666666667,14.9,14.9,8.46666666666667,8.46666666666667,8.46666666666667,14.6333333333333,14.6333333333333,6.6,6.6,6.6,12.9666666666667,12.9666666666667,9.53333333333333,9.53333333333333,9.53333333333333,11.8666666666667,11.8666666666667,11.1333333333333,11.1333333333333,11.1333333333333,5.43333333333333,5.43333333333333,16.3,16.3,1661258694.098,1661258709.255,1661258724.362,1661258739.533,1661258754.648,1661258755.203,1661258770.344,1661258785.475,1661258800.681,1661258815.785,1661258816.27,1661258831.406,1661258846.541,1661258861.66,1661258876.697,1661258877.409,1661258892.57,1661258907.713,1661258922.825,1661258937.85,1661258938.459,1661258953.655,1661258968.76,1661258983.85,1661258998.901
"finagle-http","ITR-0","diskdetails-measure",13795191.4666667,1365.33333333333,27589017.6,4915.2,1150755089.06667,1150763827.2,1151043010.56,1151112806.4,1151112806.4,1151112806.4,1151112806.4,1151112806.4,1151112806.4,1365.33333333333,1150757273.6,1150757273.6,0,0,0,1150755089.06667,1150755089.06667,0,0,0,11468.8,11468.8,0,0,0,1150763827.2,1150763827.2,4915.2,4915.2,4915.2,1151112806.4,1151112806.4,27589017.6,27589017.6,1661258694.104,1661258709.246,1661258724.365,1661258739.46,1661258754.508,1661258755.196,1661258770.354,1661258785.485,1661258800.663,1661258815.779,1661258816.261,1661258831.381,1661258846.513,1661258861.664,1661258876.786,1661258877.419,1661258892.566,1661258907.762,1661258922.85,1661258937.987,1661258938.318,1661258953.455,1661258968.54,1661258983.581,1661258998.643
"finagle-http","ITR-0","fsiototal-measure",1.36833333333337E-08,8.76666666666737E-09,1.86000000000001E-08,8.50000000000012E-09,1.24000000000001E-08,1.4E-08,1.76800000000001E-08,1.86000000000001E-08,1.86000000000001E-08,1.86000000000001E-08,1.86000000000001E-08,1.86000000000001E-08,1.86000000000001E-08,8.77E-09,1.24E-08,1.24E-08,7.73E-09,7.73E-09,7.73E-09,1.15E-08,1.15E-08,7.43E-09,7.43E-09,7.43E-09,1.28E-08,1.28E-08,8.50E-09,8.50E-09,8.50E-09,1.40E-08,1.40E-08,8.40E-09,8.40E-09,8.40E-09,8.43E-09,8.43E-09,1.86E-08,1.86E-08,1661258694.083,1661258709.265,1661258724.388,1661258739.549,1661258754.648,1661258755.185,1661258770.332,1661258785.484,1661258800.648,1661258815.669,1661258816.244,1661258831.27,1661258846.368,1661258861.414,1661258876.475,1661258877.431,1661258892.559,1661258907.703,1661258922.841,1661258937.965,1661258938.452,1661258953.665,1661258968.769,1661258983.874,1661258998.96
"finagle-http","ITR-0","fsreadtotal-measure",0,0,0,1.99999999999987E-10,6.99999999999954E-10,1.4599999999999E-09,1.89999999999987E-09,1.89999999999987E-09,1.89999999999987E-09,1.89999999999987E-09,1.89999999999987E-09,1.89999999999987E-09,1.89999999999987E-09,0,0,0,0,0,0,0,0,2.00E-10,2.00E-10,2.00E-10,8.00E-10,8.00E-10,4.67E-10,4.67E-10,4.67E-10,7.00E-10,7.00E-10,1.90E-09,1.90E-09,1.90E-09,5.00E-10,5.00E-10,0,0,1661258694.124,1661258709.254,1661258724.362,1661258739.546,1661258754.64,1661258755.185,1661258770.33,1661258785.476,1661258800.692,1661258815.798,1661258816.266,1661258831.393,1661258846.54,1661258861.664,1661258876.759,1661258877.409,1661258892.552,1661258907.744,1661258922.837,1661258937.98,1661258938.445,1661258953.639,1661258968.752,1661258983.817,1661258998.96
"finagle-http","ITR-0","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"finagle-http","ITR-0","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"finagle-http","ITR-0","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"finagle-http","ITR-1","cpu-measure",1.65288383288148,1.63608217017037,1.66968549559259,1.65747214893333,1.70891186892222,1.72723630277259,1.73814606872222,1.73814606872222,1.73814606872222,1.73814606872222,1.73814606872222,1.73814606872222,1.73814606872222,1.63608217017037,1.63608217017037,1.60329209617778,1.60329209617778,1.65747214893333,1.65747214893333,1.65747214893333,1.65865102952593,1.65865102952593,1.6442418511,1.6442418511,1.6442418511,1.64691309845926,1.64691309845926,1.73814606872222,1.73814606872222,1.73814606872222,1.62739845532222,1.62739845532222,1.71087165384815,1.71087165384815,1.71087165384815,1.70891186892222,1.70891186892222,1.66968549559259,1661259400.535,1661259415.681,1661259430.803,1661259445.91,1661259461.002,1661259461.532,1661259476.564,1661259491.636,1661259506.686,1661259521.733,1661259522.633,1661259537.821,1661259552.913,1661259568.021,1661259583.073,1661259583.797,1661259598.943,1661259614.057,1661259629.16,1661259644.204,1661259644.831,1661259659.976,1661259675.06,1661259690.186,1661259705.281
"finagle-http","ITR-1","mem-measure",712364032,266883072,1157844992,269045760,269221888,750746009.600001,1071742976,1075187056.64,1095851540.48,1116516024.32,1137180508.16,1157638347.1616,1157824327.51616,266883072,266883072,266956800,266956800,267571200,267571200,267571200,268849152,268849152,268963840,268963840,268963840,269045760,269045760,269185024,269185024,269185024,269221888,269221888,269250560,269250560,269250560,1071742976,1071742976,1157844992,1661259400.518,1661259415.644,1661259430.673,1661259445.757,1661259460.804,1661259461.54,1661259476.699,1661259491.73,1661259506.81,1661259521.856,1661259522.669,1661259537.798,1661259552.826,1661259567.942,1661259583.045,1661259583.734,1661259598.768,1661259613.847,1661259628.901,1661259643.961,1661259644.801,1661259659.927,1661259675.058,1661259690.185,1661259705.274
"finagle-http","ITR-1","memusage-measure",727160832,270962688,1183358976,273256448,273301504,766444339.200001,1095184384,1098711367.68,1119873269.76,1141035171.84,1162197073.92,1183147356.9792,1183337814.09792,270962688,270962688,271044608,271044608,271654912,271654912,271654912,272928768,272928768,273047552,273047552,273047552,273256448,273256448,273264640,273264640,273264640,273301504,273301504,273334272,273334272,273334272,1095184384,1095184384,1183358976,1661259400.531,1661259415.674,1661259430.793,1661259445.89,1661259460.996,1661259461.604,1661259476.709,1661259491.802,1661259506.861,1661259521.943,1661259522.672,1661259537.8,1661259552.936,1661259568.048,1661259583.122,1661259583.8,1661259598.914,1661259614.001,1661259629.146,1661259644.177,1661259644.812,1661259659.942,1661259674.984,1661259690.056,1661259705.156
"finagle-http","ITR-1","cnetreceivebytes-measure",20.5833333333333,14,27.1666666666667,21.6666666666667,30.6333333333333,31.8333333333333,32.3666666666667,32.3666666666667,32.3666666666667,32.3666666666667,32.3666666666667,32.3666666666667,32.3666666666667,14,14,30.6333333333333,30.6333333333333,20.0333333333333,20.0333333333333,20.0333333333333,20.7,20.7,32.3666666666667,32.3666666666667,32.3666666666667,17.3,17.3,30.5333333333333,30.5333333333333,30.5333333333333,21.6666666666667,21.6666666666667,31.0333333333333,31.0333333333333,31.0333333333333,21.4666666666667,21.4666666666667,27.1666666666667,1661259400.515,1661259415.629,1661259430.648,1661259445.741,1661259460.786,1661259461.531,1661259476.711,1661259491.843,1661259506.942,1661259521.973,1661259522.651,1661259537.795,1661259552.957,1661259568.04,1661259583.112,1661259583.776,1661259598.866,1661259613.906,1661259628.998,1661259644.047,1661259644.827,1661259659.944,1661259675.055,1661259690.188,1661259705.279
"finagle-http","ITR-1","cnettransmitbytes-measure",7.91666666666665,5.5,10.3333333333333,12.5333333333333,16.8666666666667,17.9266666666667,18.3,18.3,18.3,18.3,18.3,18.3,18.3,5.5,5.5,15.5,15.5,9.6,9.6,9.6,9.23333333333334,9.23333333333333,18.3,18.3,18.3,8.7,8.7,17.3666666666667,17.3666666666667,17.3666666666667,12.5333333333333,12.5333333333333,16.8666666666667,16.8666666666667,16.8666666666667,10.1,10.1,10.3333333333333,1661259400.528,1661259415.683,1661259430.803,1661259445.912,1661259460.982,1661259461.573,1661259476.709,1661259491.771,1661259506.943,1661259522.032,1661259522.666,1661259537.863,1661259552.959,1661259568.042,1661259583.129,1661259583.796,1661259598.926,1661259614.053,1661259629.163,1661259644.257,1661259644.819,1661259659.938,1661259674.955,1661259690.059,1661259705.152
"finagle-http","ITR-1","diskdetails-measure",576914636.8,2744320,1151084953.6,37137.0666666667,2744320,1150850116.26667,1151037986.13333,1151084953.6,1151084953.6,1151084953.6,1151084953.6,1151084953.6,1151084953.6,1151084953.6,1151084953.6,0,0,0,0,0,0,0,37137.0666666667,37137.0666666667,37137.0666666667,10103.4666666667,10103.4666666667,273.066666666667,273.066666666667,273.066666666667,1150850116.26667,1150850116.26667,1621742.93333333,1621742.93333333,1621742.93333333,24742570.6666667,24742570.6666667,2744320,1661259400.531,1661259415.663,1661259430.706,1661259445.79,1661259460.868,1661259461.555,1661259476.709,1661259491.738,1661259506.938,1661259522.03,1661259522.636,1661259537.793,1661259552.818,1661259567.897,1661259582.945,1661259583.808,1661259598.937,1661259614.062,1661259629.174,1661259644.274,1661259644.825,1661259659.955,1661259675.066,1661259690.179,1661259705.271
"finagle-http","ITR-1","fsiototal-measure",1.52666666666667E-08,8.66666666666579E-09,2.18666666666676E-08,9.93333333333253E-09,1.38000000000004E-08,2.04666666666673E-08,2.04666666666673E-08,2.05226666666673E-08,2.08586666666674E-08,2.11946666666675E-08,2.15306666666675E-08,2.18633066666676E-08,2.18663306666676E-08,8.67E-09,8.67E-09,1.33E-08,1.33E-08,7.17E-09,7.17E-09,7.17E-09,6.73E-09,6.73E-09,1.33E-08,1.33E-08,1.33E-08,8.73E-09,8.73E-09,1.38E-08,1.38E-08,1.38E-08,9.93E-09,9.93E-09,2.05E-08,2.05E-08,2.05E-08,7.67E-09,7.67E-09,2.19E-08,1661259400.53,1661259415.671,1661259430.787,1661259445.903,1661259460.956,1661259461.549,1661259476.688,1661259491.711,1661259506.785,1661259521.837,1661259522.663,1661259537.807,1661259552.839,1661259567.953,1661259583.027,1661259583.641,1661259598.797,1661259613.879,1661259628.941,1661259643.994,1661259644.81,1661259659.944,1661259674.997,1661259690.165,1661259705.184
"finagle-http","ITR-1","fsreadtotal-measure",1.71666666666667E-08,0,3.43333333333334E-08,0,3.33333333333161E-10,9.73333333333438E-10,1.20000000000015E-09,2.52533333333345E-09,1.04773333333335E-08,1.84293333333334E-08,2.63813333333333E-08,3.42538133333333E-08,3.43253813333335E-08,0,0,2.33E-10,2.33E-10,0,0,0,0,0,0,0,0,1.20E-09,1.20E-09,3.33E-10,3.33E-10,3.33E-10,0,0,6.33E-10,6.33E-10,6.33E-10,0,0,3.43E-08,1661259400.535,1661259415.686,1661259430.788,1661259445.812,1661259460.889,1661259461.566,1661259476.597,1661259491.695,1661259506.783,1661259521.838,1661259522.643,1661259537.812,1661259552.877,1661259567.931,1661259583.014,1661259583.79,1661259598.918,1661259613.992,1661259629.054,1661259644.14,1661259644.81,1661259659.889,1661259674.982,1661259690.179,1661259705.223
"finagle-http","ITR-1","fswritetotal-measure",2.42316666666667E-07,2.13333333333331E-08,4.633E-07,2.17000000000001E-08,2.98666666666671E-08,3.04333333333337E-08,3.76726666666667E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,4.633E-07,2.13E-08,1.31E-08,1.31E-08,3.04E-08,3.04E-08,3.04E-08,1.53E-08,1.53E-08,1.85E-08,1.85E-08,1.85E-08,2.17E-08,2.17E-08,2.99E-08,2.99E-08,2.99E-08,2.74E-08,2.74E-08,1.48E-08,1.48E-08,1.48E-08,2.69E-08,2.69E-08,4.63E-07,4.63E-07,1661244328.653,1661244343.835,1661244358.861,1661244373.969,1661244389.083,1661244389.788,1661244404.929,1661244420.074,1661244435.164,1661244450.224,1661244450.855,1661244465.988,1661244481.108,1661244496.135,1661244511.223,1661244511.92,1661244527.066,1661244542.154,1661244557.195,1661244572.249,1661244573.014,1661244588.129,1661244603.221,1661244618.291,1661244633.325
"finagle-http","ITR-1","netreceivebytes-measure",1083.01666666667,851.6,1314.43333333333,1431.46666666667,2591.7,3191.3,3281.7,3304.3,3304.3,3304.3,3304.3,3304.3,3304.3,851.6,851.6,3046.36666666667,3046.36666666667,758.566666666667,758.566666666667,758.566666666667,3191.3,3191.3,614.1,614.1,614.1,3304.3,3304.3,593.6,593.6,593.6,2591.7,2591.7,1431.46666666667,1431.46666666667,1431.46666666667,2373.73333333333,2373.73333333333,1314.43333333333,1661240715.762,1661240730.898,1661240746.026,1661240761.082,1661240776.143,1661240776.993,1661240792.166,1661240807.298,1661240822.431,1661240837.534,1661240838.001,1661240853.159,1661240868.289,1661240883.43,1661240898.547,1661240899.087,1661240914.236,1661240929.347,1661240944.485,1661240959.587,1661240960.155,1661240975.403,1661240990.441,1661241005.629,1661241020.65
"finagle-http","ITR-1","nettransmitbytes-measure",1411.26666666667,1056.23333333333,1766.3,1954.06666666667,3454.93333333333,3902.33333333333,3956.25333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,3969.73333333333,1056.23333333333,1056.23333333333,3802.33333333333,3802.33333333333,973.5,973.5,973.5,3902.33333333333,3902.33333333333,907.366666666667,907.366666666667,907.366666666667,3969.73333333333,3969.73333333333,960.366666666667,960.366666666667,960.366666666667,3454.93333333333,3454.93333333333,1954.06666666667,1954.06666666667,1954.06666666667,2878.03333333333,2878.03333333333,1766.3,1661240715.853,1661240730.905,1661240746.145,1661240761.232,1661240776.27,1661240777.001,1661240792.163,1661240807.3,1661240822.454,1661240837.582,1661240837.995,1661240853.145,1661240868.193,1661240883.268,1661240898.33,1661240899.058,1661240914.084,1661240929.203,1661240944.253,1661240959.301,1661240960.171,1661240975.374,1661240990.396,1661241005.613,1661241020.644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"finagle-http","ITR-2","cpu-measure",1.65301391771667,1.63233799195556,1.67368984347778,1.68688546606667,1.69193684825926,1.71967824022963,1.72810460158667,1.73021119192593,1.73021119192593,1.73021119192593,1.73021119192593,1.73021119192593,1.73021119192593,1.67368984347778,1.69645292591852,1.69645292591852,1.69193684825926,1.69193684825926,1.69193684825926,1.68688546606667,1.68688546606667,1.66984788717037,1.66984788717037,1.66984788717037,1.64331734784074,1.64331734784074,1.65791183963704,1.65791183963704,1.65791183963704,1.73021119192593,1.73021119192593,1.69005348823704,1.69005348823704,1.69005348823704,1.71967824022963,1.71967824022963,1.63233799195556,1.63233799195556,1661260106.967,1661260122.154,1661260137.349,1661260152.458,1661260167.558,1661260168.081,1661260183.23,1661260198.363,1661260213.486,1661260228.626,1661260229.14,1661260244.284,1661260259.411,1661260274.496,1661260289.565,1661260290.254,1661260305.393,1661260320.496,1661260335.58,1661260350.647,1661260351.278,1661260366.402,1661260381.444,1661260396.538,1661260411.647
"finagle-http","ITR-2","mem-measure",723634176,312774656,1134493696,313585664,313798656,313860096,970366976.000001,1134493696,1134493696,1134493696,1134493696,1134493696,1134493696,312774656,312856576,312856576,313016320,313016320,313016320,313188352,313188352,313475072,313475072,313475072,313585664,313585664,313671680,313671680,313671680,313749504,313749504,313798656,313798656,313798656,313860096,313860096,1134493696,1134493696,1661260106.983,1661260122.161,1661260137.308,1661260152.376,1661260167.455,1661260168.093,1661260183.254,1661260198.409,1661260213.552,1661260228.66,1661260229.123,1661260244.235,1661260259.345,1661260274.403,1661260289.49,1661260290.221,1661260305.255,1661260320.415,1661260335.608,1661260350.683,1661260351.269,1661260366.321,1661260381.37,1661260396.425,1661260411.465
"finagle-http","ITR-2","memusage-measure",743157760,319610880,1166704640,320135168,320327680,320389120,997441536.000001,1166704640,1166704640,1166704640,1166704640,1166704640,1166704640,319610880,319389696,319389696,319545344,319545344,319545344,319717376,319717376,320135168,320135168,320135168,320114688,320114688,320204800,320204800,320204800,320282624,320282624,320327680,320327680,320327680,320389120,320389120,1166704640,1166704640,1661260106.987,1661260122.167,1661260137.332,1661260152.456,1661260167.587,1661260168.084,1661260183.218,1661260198.403,1661260213.547,1661260228.658,1661260229.14,1661260244.278,1661260259.41,1661260274.48,1661260289.676,1661260290.245,1661260305.392,1661260320.445,1661260335.511,1661260350.621,1661260351.268,1661260366.397,1661260381.433,1661260396.567,1661260411.657
"finagle-http","ITR-2","cnetreceivebytes-measure",29.2666666666666,18.9333333333333,39.6,20.2333333333333,29.5333333333333,30.8666666666667,37.8533333333333,39.6,39.6,39.6,39.6,39.6,39.6,18.9333333333333,30.8666666666667,30.8666666666667,17.9333333333333,17.9333333333333,17.9333333333333,27.1666666666667,27.1666666666667,20.2333333333333,20.2333333333333,20.2333333333333,29.5333333333333,29.5333333333333,17.0666666666667,17.0666666666667,17.0666666666667,29.7666666666667,29.7666666666667,19.8,19.8,19.8,10.7,10.7,39.6,39.6,1661260106.964,1661260122.144,1661260137.343,1661260152.449,1661260167.604,1661260168.08,1661260183.228,1661260198.378,1661260213.505,1661260228.633,1661260229.137,1661260244.268,1661260259.414,1661260274.536,1661260289.577,1661260290.245,1661260305.39,1661260320.456,1661260335.633,1661260350.69,1661260351.274,1661260366.397,1661260381.474,1661260396.543,1661260411.633
"finagle-http","ITR-2","cnettransmitbytes-measure",13.0166666666667,7.26666666666667,18.7666666666667,11,13.3333333333333,15.2666666666667,18.0666666666667,18.7666666666667,18.7666666666667,18.7666666666667,18.7666666666667,18.7666666666667,18.7666666666667,7.26666666666667,15.2666666666667,15.2666666666667,6.7,6.7,6.7,13.3333333333333,13.3333333333333,8.96666666666667,8.96666666666667,8.96666666666667,12.3333333333333,12.3333333333333,8.5,8.5,8.5,14.0666666666667,14.0666666666667,11,11,11,6.66666666666667,6.66666666666667,18.7666666666667,18.7666666666667,1661260106.967,1661260122.154,1661260137.312,1661260152.384,1661260167.603,1661260168.103,1661260183.248,1661260198.389,1661260213.552,1661260228.652,1661260229.138,1661260244.261,1661260259.283,1661260274.398,1661260289.493,1661260290.256,1661260305.395,1661260320.468,1661260335.623,1661260350.665,1661260351.261,1661260366.28,1661260381.343,1661260396.386,1661260411.436
"finagle-http","ITR-2","diskdetails-measure",589191099.733332,27680085.3333333,1150702114.13333,69632,27680085.3333333,1150683217.92,1150723741.01333,1150729147.73333,1150729147.73333,1150729147.73333,1150729147.73333,1150729147.73333,1150729147.73333,1150702114.13333,6553.6,6553.6,0,0,0,1150654873.6,1150654873.6,69632,69632,69632,6007.46666666667,6007.46666666667,0,0,0,1150729147.73333,1150729147.73333,279620.266666667,279620.266666667,279620.266666667,919688.533333333,919688.533333333,27680085.3333333,27680085.3333333,1661260106.96,1661260122.069,1661260137.186,1661260152.283,1661260167.352,1661260168.105,1661260183.172,1661260198.406,1661260213.547,1661260228.649,1661260229.133,1661260244.21,1661260259.271,1661260274.424,1661260289.542,1661260290.2,1661260305.238,1661260320.331,1661260335.396,1661260350.446,1661260351.257,1661260366.299,1661260381.376,1661260396.425,1661260411.469
